CareerCluster,CareerRole,RequiredSkills,EducationLevelRequired,AvgSalaryRange,JobOutlook,GrowthPath,LearningResources,EntranceExams,FieldforAdmission,OnlineResourcesLinks,FreeCertifications,SkillsList,SkillsText,SalaryMidpoint,EducationEnc,OutlookEnc,ClusterEnc,SkillsCount
Healthcare,Nutritionist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Diet Planning,Graduation,9-20 LPA,High,Intern > Junior Nutritionist > Nutritionist > Senior Nutritionist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Nutrition Entrance Exams,B.Sc Nutrition; M.Sc Food and Nutrition,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine,"['medical knowledge', 'patient care', 'communication', 'empathy', 'clinical skills', 'diet planning']",Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Diet Planning,14.5,2,0,6,6
Healthcare,Occupational Therapist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Rehabilitation,Graduation,9-20 LPA,High,Intern > Junior Occupational Therapist > Occupational Therapist > Senior Occupational Therapist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,BOT Entrance Exams,BOT; MOT,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine,"['medical knowledge', 'patient care', 'communication', 'empathy', 'clinical skills', 'rehabilitation']",Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Rehabilitation,14.5,2,0,6,6
Healthcare,Speech Therapist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Speech Therapy,Graduation,9-20 LPA,Medium,Intern > Junior Speech Therapist > Speech Therapist > Senior Speech Therapist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Speech Therapy Entrance Exams,BASLP; MASLP,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine,"['medical knowledge', 'patient care', 'communication', 'empathy', 'clinical skills', 'speech therapy']",Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Speech Therapy,14.5,2,2,6,6
Healthcare,Medical Technician,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Laboratory Skills,Diploma,4-12 LPA,High,Intern > Junior Medical Technician > Medical Technician > Senior Medical Technician > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Medical Technology Exams,Diploma in Medical Laboratory Technology,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine,"['medical knowledge', 'patient care', 'communication', 'empathy', 'clinical skills', 'laboratory skills']",Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Laboratory Skills,8.0,1,0,6,6
Healthcare,Hospital Administrator,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Administration,Post-graduation,15-40 LPA,Medium,Intern > Junior Hospital Administrator > Hospital Administrator > Senior Hospital Administrator > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Healthcare Management Exams,MBA Hospital Management; MHA,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine,"['medical knowledge', 'patient care', 'communication', 'empathy', 'clinical skills', 'administration']",Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Administration,27.5,4,2,6,6
Healthcare,Public Health Officer,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Public Health,Post-graduation,15-40 LPA,High,Intern > Junior Public Health Officer > Public Health Officer > Senior Public Health Officer > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Public Health Exams,MPH; DrPH,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine,"['medical knowledge', 'patient care', 'communication', 'empathy', 'clinical skills', 'public health']",Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Public Health,27.5,4,0,6,6
Healthcare,Epidemiologist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Research,Post-graduation,15-40 LPA,High,Intern > Junior Epidemiologist > Epidemiologist > Senior Epidemiologist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Epidemiology Entrance Exams,MPH Epidemiology; PhD Epidemiology,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine,"['medical knowledge', 'patient care', 'communication', 'empathy', 'clinical skills', 'research']",Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Research,27.5,4,0,6,6
Arts,Graphic Designer,Creativity; Communication; Project Management; Attention to Detail; Adobe Photoshop; Illustrator,Graduation,6-13 LPA,Medium,Junior Graphic Designer > Graphic Designer > Senior Graphic Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Creative Tests,B.Des; BFA; Diploma in Graphic Design,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'adobe photoshop', 'illustrator']",Creativity; Communication; Project Management; Attention to Detail; Adobe Photoshop; Illustrator,9.5,2,2,0,6
Arts,Interior Designer,Creativity; Communication; Project Management; Attention to Detail; Design Software; Space Planning,Graduation,6-13 LPA,High,Junior Interior Designer > Interior Designer > Senior Interior Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Design Tests,B.Des Interior; Diploma in Interior Design,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'design software', 'space planning']",Creativity; Communication; Project Management; Attention to Detail; Design Software; Space Planning,9.5,2,0,0,6
Arts,Fashion Designer,Creativity; Communication; Project Management; Attention to Detail; Fashion Design; Textile Knowledge,Graduation,6-13 LPA,Medium,Junior Fashion Designer > Fashion Designer > Senior Fashion Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Design Tests,B.Des Fashion; NIFT Entrance,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'fashion design', 'textile knowledge']",Creativity; Communication; Project Management; Attention to Detail; Fashion Design; Textile Knowledge,9.5,2,2,0,6
Arts,Architect,Creativity; Communication; Project Management; Attention to Detail; AutoCAD; 3D Modeling,Graduation,6-13 LPA,Medium,Junior Architect > Architect > Senior Architect > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,JEE Main; NATA; State Architecture Exams,B.Arch; M.Arch,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'autocad', '3d modeling']",Creativity; Communication; Project Management; Attention to Detail; AutoCAD; 3D Modeling,9.5,2,2,0,6
Arts,Animator,Creativity; Communication; Project Management; Attention to Detail; Animation Software; Storytelling,Graduation,6-13 LPA,High,Junior Animator > Animator > Senior Animator > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Animation Tests,B.Des Animation; Diploma in Animation,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'animation software', 'storytelling']",Creativity; Communication; Project Management; Attention to Detail; Animation Software; Storytelling,9.5,2,0,0,6
Arts,Photographer,Creativity; Communication; Project Management; Attention to Detail; Photography; Photo Editing,Graduation,6-13 LPA,Medium,Junior Photographer > Photographer > Senior Photographer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Photography Tests,B.Des Photography; Diploma in Photography,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'photography', 'photo editing']",Creativity; Communication; Project Management; Attention to Detail; Photography; Photo Editing,9.5,2,2,0,6
Arts,Video Editor,Creativity; Communication; Project Management; Attention to Detail; Video Editing; Visual Effects,Graduation,6-13 LPA,High,Junior Video Editor > Video Editor > Senior Video Editor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Editing Tests,B.Des Film; Diploma in Video Editing,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'video editing', 'visual effects']",Creativity; Communication; Project Management; Attention to Detail; Video Editing; Visual Effects,9.5,2,0,0,6
Arts,Content Writer,Creativity; Communication; Project Management; Attention to Detail; Writing; SEO,Graduation,6-13 LPA,High,Junior Content Writer > Content Writer > Senior Content Writer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Writing Tests; Portfolio Reviews,BA English; BA Journalism; MA English,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'writing', 'seo']",Creativity; Communication; Project Management; Attention to Detail; Writing; SEO,9.5,2,0,0,6
Arts,Copywriter,Creativity; Communication; Project Management; Attention to Detail; Copywriting; Marketing,Graduation,6-13 LPA,High,Junior Copywriter > Copywriter > Senior Copywriter > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Writing Tests; Creative Tests,BA English; BA Mass Communication,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'copywriting', 'marketing']",Creativity; Communication; Project Management; Attention to Detail; Copywriting; Marketing,9.5,2,0,0,6
Arts,Creative Director,Creativity; Communication; Project Management; Attention to Detail; Leadership; Strategy,Post-graduation,11-23 LPA,High,Junior Creative Director > Creative Director > Senior Creative Director > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Leadership Tests,M.Des; MBA Marketing; MFA,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'leadership', 'strategy']",Creativity; Communication; Project Management; Attention to Detail; Leadership; Strategy,17.0,4,0,0,6
Arts,Art Director,Creativity; Communication; Project Management; Attention to Detail; Visual Design; Team Management,Post-graduation,11-23 LPA,Medium,Junior Art Director > Art Director > Senior Art Director > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Design Tests,M.Des; MFA; MBA,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'visual design', 'team management']",Creativity; Communication; Project Management; Attention to Detail; Visual Design; Team Management,17.0,4,2,0,6
Arts,Illustrator,Creativity; Communication; Project Management; Attention to Detail; Digital Illustration; Traditional Art,Graduation,6-13 LPA,Medium,Junior Illustrator > Illustrator > Senior Illustrator > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Art Tests,BFA; B.Des; Diploma in Fine Arts,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'digital illustration', 'traditional art']",Creativity; Communication; Project Management; Attention to Detail; Digital Illustration; Traditional Art,9.5,2,2,0,6
Arts,Web Designer,Creativity; Communication; Project Management; Attention to Detail; HTML/CSS; UI Design,Graduation,6-13 LPA,High,Junior Web Designer > Web Designer > Senior Web Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Design Tests,B.Des Web Design; BCA; Diploma in Web Design,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'html/css', 'ui design']",Creativity; Communication; Project Management; Attention to Detail; HTML/CSS; UI Design,9.5,2,0,0,6
Arts,Game Artist,Creativity; Communication; Project Management; Attention to Detail; 3D Modeling; Game Design,Graduation,6-13 LPA,High,Junior Game Artist > Game Artist > Senior Game Artist > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Game Design Tests,B.Des Game Design; BFA,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', '3d modeling', 'game design']",Creativity; Communication; Project Management; Attention to Detail; 3D Modeling; Game Design,9.5,2,0,0,6
Arts,Music Producer,Creativity; Communication; Project Management; Attention to Detail; Music Production; Audio Engineering,Graduation,6-13 LPA,Medium,Junior Music Producer > Music Producer > Senior Music Producer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Audio Portfolio; Music Tests,B.Mus; Diploma in Music Production,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'music production', 'audio engineering']",Creativity; Communication; Project Management; Attention to Detail; Music Production; Audio Engineering,9.5,2,2,0,6
Arts,Film Director,Creativity; Communication; Project Management; Attention to Detail; Film Making; Storytelling,Post-graduation,11-23 LPA,Low,Junior Film Director > Film Director > Senior Film Director > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Film Tests,B.A Film; M.A Film Studies; Diploma in Film Making,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'film making', 'storytelling']",Creativity; Communication; Project Management; Attention to Detail; Film Making; Storytelling,17.0,4,1,0,6
Arts,Cinematographer,Creativity; Communication; Project Management; Attention to Detail; Cinematography; Lighting,Graduation,6-13 LPA,Medium,Junior Cinematographer > Cinematographer > Senior Cinematographer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Camera Tests,B.A Film; Diploma in Cinematography,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'cinematography', 'lighting']",Creativity; Communication; Project Management; Attention to Detail; Cinematography; Lighting,9.5,2,2,0,6
Arts,Sound Engineer,Creativity; Communication; Project Management; Attention to Detail; Audio Engineering; Music Production,Graduation,6-13 LPA,High,Junior Sound Engineer > Sound Engineer > Senior Sound Engineer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Audio Tests; Technical Tests,B.E Audio Engineering; Diploma in Sound Engineering,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'audio engineering', 'music production']",Creativity; Communication; Project Management; Attention to Detail; Audio Engineering; Music Production,9.5,2,0,0,6
Arts,Theater Director,Creativity; Communication; Project Management; Attention to Detail; Theater Arts; Direction,Post-graduation,11-23 LPA,Low,Junior Theater Director > Theater Director > Senior Theater Director > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Theater Tests,M.A Theatre; B.A Drama; M.F.A,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'theater arts', 'direction']",Creativity; Communication; Project Management; Attention to Detail; Theater Arts; Direction,17.0,4,1,0,6
Arts,Choreographer,Creativity; Communication; Project Management; Attention to Detail; Dance; Choreography,Graduation,6-13 LPA,Medium,Junior Choreographer > Choreographer > Senior Choreographer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Dance Portfolio; Performance Tests,B.A Dance; Diploma in Dance,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'dance', 'choreography']",Creativity; Communication; Project Management; Attention to Detail; Dance; Choreography,9.5,2,2,0,6
Arts,Musician,Creativity; Communication; Project Management; Attention to Detail; Music; Performance,Graduation,6-13 LPA,Low,Junior Musician > Musician > Senior Musician > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Music Portfolio; Performance Tests,B.Mus; M.Mus; Diploma in Music,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'music', 'performance']",Creativity; Communication; Project Management; Attention to Detail; Music; Performance,9.5,2,1,0,6
Arts,Actor,Creativity; Communication; Project Management; Attention to Detail; Acting; Performance,Graduation,6-13 LPA,Low,Junior Actor > Actor > Senior Actor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Acting Portfolio; Auditions,B.A Theatre; Acting Diploma,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'acting', 'performance']",Creativity; Communication; Project Management; Attention to Detail; Acting; Performance,9.5,2,1,0,6
Arts,Voice Artist,Creativity; Communication; Project Management; Attention to Detail; Voice Acting; Audio Recording,Graduation,6-13 LPA,Medium,Junior Voice Artist > Voice Artist > Senior Voice Artist > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Voice Portfolio; Audio Tests,B.A Mass Communication; Voice Acting Courses,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'voice acting', 'audio recording']",Creativity; Communication; Project Management; Attention to Detail; Voice Acting; Audio Recording,9.5,2,2,0,6
Arts,Journalist,Creativity; Communication; Project Management; Attention to Detail; Journalism; Research,Graduation,6-13 LPA,Medium,Junior Journalist > Journalist > Senior Journalist > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Writing Tests; Current Affairs,B.A Journalism; BA Mass Communication,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'journalism', 'research']",Creativity; Communication; Project Management; Attention to Detail; Journalism; Research,9.5,2,2,0,6
Arts,Editor,Creativity; Communication; Project Management; Attention to Detail; Editing; Language Skills,Post-graduation,11-23 LPA,Medium,Junior Editor > Editor > Senior Editor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Writing Tests; Editing Tests,M.A English; M.A Journalism; MBA,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['creativity', 'communication', 'project management', 'attention to detail', 'editing', 'language skills']",Creativity; Communication; Project Management; Attention to Detail; Editing; Language Skills,17.0,4,2,0,6
Education,Teacher,Communication; Leadership; Teaching; Subject Knowledge; Classroom Management; Student Assessment,Graduation,6-15 LPA,Medium,Trainee Teacher > Teacher > Senior Teacher > Principal > Education Administrator,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,TET; CTET; State Teacher Eligibility,B.Ed; M.Ed; Subject Graduate,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['communication', 'leadership', 'teaching', 'subject knowledge', 'classroom management', 'student assessment']",Communication; Leadership; Teaching; Subject Knowledge; Classroom Management; Student Assessment,10.5,2,2,4,6
Education,Professor,Communication; Leadership; Teaching; Subject Knowledge; Research; Academic Writing,PhD,20-55 LPA,High,Assistant Professor > Associate Professor > Professor > Senior Professor > Department Head,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,NET; SET; GATE,PhD in relevant subject,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['communication', 'leadership', 'teaching', 'subject knowledge', 'research', 'academic writing']",Communication; Leadership; Teaching; Subject Knowledge; Research; Academic Writing,37.5,3,0,4,6
Education,Principal,Communication; Leadership; Teaching; Subject Knowledge; Administration; Management,Post-graduation,13-30 LPA,Medium,Teacher > Vice Principal > Principal > Senior Principal > Education Administrator,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Principal Eligibility Test; Leadership Assessment,M.Ed; MBA Education; Subject Master,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['communication', 'leadership', 'teaching', 'subject knowledge', 'administration', 'management']",Communication; Leadership; Teaching; Subject Knowledge; Administration; Management,21.5,4,2,4,6
Education,Education Administrator,Communication; Leadership; Teaching; Subject Knowledge; Administration; Policy Making,Post-graduation,13-30 LPA,Medium,Education Officer > Assistant Administrator > Education Administrator > Senior Education Administrator > Department Head,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Civil Services; Education Services Exam,M.Ed; MBA; MA Education,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['communication', 'leadership', 'teaching', 'subject knowledge', 'administration', 'policy making']",Communication; Leadership; Teaching; Subject Knowledge; Administration; Policy Making,21.5,4,2,4,6
Education,Curriculum Developer,Communication; Leadership; Teaching; Subject Knowledge; Curriculum Design; Educational Technology,Post-graduation,13-30 LPA,High,Curriculum Assistant > Curriculum Developer > Senior Curriculum Developer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Education Design Tests; Portfolio Review,M.Ed; MA Education; Instructional Design,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['communication', 'leadership', 'teaching', 'subject knowledge', 'curriculum design', 'educational technology']",Communication; Leadership; Teaching; Subject Knowledge; Curriculum Design; Educational Technology,21.5,4,0,4,6
Education,Instructional Designer,Communication; Leadership; Teaching; Subject Knowledge; Instructional Design; E-learning,Post-graduation,13-30 LPA,Very High,Instructional Design Associate > Instructional Designer > Senior Instructional Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Design Portfolio; E-learning Tests,M.Ed; MA Education; Instructional Technology,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['communication', 'leadership', 'teaching', 'subject knowledge', 'instructional design', 'e-learning']",Communication; Leadership; Teaching; Subject Knowledge; Instructional Design; E-learning,21.5,4,3,4,6
Education,Education Consultant,Communication; Leadership; Teaching; Subject Knowledge; Consulting; Strategic Planning,Post-graduation,13-30 LPA,High,Education Analyst > Education Consultant > Senior Education Consultant > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Consulting Case Studies; Education Assessment,M.Ed; MBA; PhD Education,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['communication', 'leadership', 'teaching', 'subject knowledge', 'consulting', 'strategic planning']",Communication; Leadership; Teaching; Subject Knowledge; Consulting; Strategic Planning,21.5,4,0,4,6
Education,Training Manager,Communication; Leadership; Teaching; Subject Knowledge; Training Design; Corporate Training,Post-graduation,13-30 LPA,High,Training Associate > Training Manager > Senior Training Manager > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Training Assessment; Leadership Tests,M.Ed; MBA HR; Corporate Training,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['communication', 'leadership', 'teaching', 'subject knowledge', 'training design', 'corporate training']",Communication; Leadership; Teaching; Subject Knowledge; Training Design; Corporate Training,21.5,4,0,4,6
Education,Academic Counselor,Communication; Leadership; Teaching; Subject Knowledge; Counseling; Student Guidance,Post-graduation,13-30 LPA,Medium,Counseling Assistant > Academic Counselor > Senior Academic Counselor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Counseling Tests; Psychology Assessment,M.Ed; MA Psychology; Guidance Counseling,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing,"['communication', 'leadership', 'teaching', 'subject knowledge', 'counseling', 'student guidance']",Communication; Leadership; Teaching; Subject Knowledge; Counseling; Student Guidance,21.5,4,2,4,6
