CareerCluster,CareerRole,RequiredSkills,EducationLevelRequired,AvgSalaryRange,JobOutlook,GrowthPath,LearningResources,EntranceExams,FieldforAdmission,OnlineResourcesLinks,FreeCertifications
Healthcare,Pharmacist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Drug Knowledge,Graduation,9-20 LPA,High,Intern > Junior Pharmacist > Pharmacist > Senior Pharmacist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,GPAT; State Pharmacy Exams,B.Pharm; D.Pharm,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Physiotherapist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Rehabilitation,Graduation,9-20 LPA,High,Intern > Junior Physiotherapist > Physiotherapist > Senior Physiotherapist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,BPT Entrance Exams,BPT; MPT,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Dentist,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Dental Procedures,Post-graduation,15-40 LPA,High,Intern > Junior Dentist > Dentist > Senior Dentist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET MDS; BDS Entrance,BDS; MDS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Surgeon,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Emergency Care,Post-graduation,15-40 LPA,Very High,Intern > Junior Surgeon > Surgeon > Senior Surgeon > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Radiologist,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Medical Imaging,Post-graduation,15-40 LPA,High,Intern > Junior Radiologist > Radiologist > Senior Radiologist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Cardiologist,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Treatment Planning,Post-graduation,15-40 LPA,Very High,Intern > Junior Cardiologist > Cardiologist > Senior Cardiologist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Neurologist,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Emergency Care,Post-graduation,15-40 LPA,High,Intern > Junior Neurologist > Neurologist > Senior Neurologist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Psychiatrist,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Mental Health,Post-graduation,15-40 LPA,Very High,Intern > Junior Psychiatrist > Psychiatrist > Senior Psychiatrist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Pediatrician,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Child Care,Post-graduation,15-40 LPA,High,Intern > Junior Pediatrician > Pediatrician > Senior Pediatrician > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Gynecologist,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Women's Health,Post-graduation,15-40 LPA,High,Intern > Junior Gynecologist > Gynecologist > Senior Gynecologist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Orthopedic Surgeon,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Emergency Care,Post-graduation,15-40 LPA,Very High,Intern > Junior Orthopedic Surgeon > Orthopedic Surgeon > Senior Orthopedic Surgeon > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Dermatologist,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Skin Care,Post-graduation,15-40 LPA,High,Intern > Junior Dermatologist > Dermatologist > Senior Dermatologist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Anesthesiologist,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Treatment Planning,Post-graduation,15-40 LPA,High,Intern > Junior Anesthesiologist > Anesthesiologist > Senior Anesthesiologist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Pathologist,Medical Knowledge; Patient Care; Communication; Empathy; Diagnosis; Laboratory Medicine,Post-graduation,15-40 LPA,High,Intern > Junior Pathologist > Pathologist > Senior Pathologist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,NEET; AIIMS; JIPMER,MBBS; MD/MS,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Medical Researcher,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Research,Post-graduation,15-40 LPA,High,Intern > Junior Medical Researcher > Medical Researcher > Senior Medical Researcher > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Competitive Exams; Interviews,Relevant Bachelor/Master Degree,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Clinical Psychologist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Counseling,Post-graduation,15-40 LPA,Very High,Intern > Junior Clinical Psychologist > Clinical Psychologist > Senior Clinical Psychologist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Psychology Entrance Exams,M.A Psychology; M.Phil Clinical Psychology,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Nutritionist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Diet Planning,Graduation,9-20 LPA,High,Intern > Junior Nutritionist > Nutritionist > Senior Nutritionist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Nutrition Entrance Exams,B.Sc Nutrition; M.Sc Food and Nutrition,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Occupational Therapist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Rehabilitation,Graduation,9-20 LPA,High,Intern > Junior Occupational Therapist > Occupational Therapist > Senior Occupational Therapist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,BOT Entrance Exams,BOT; MOT,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Speech Therapist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Speech Therapy,Graduation,9-20 LPA,Medium,Intern > Junior Speech Therapist > Speech Therapist > Senior Speech Therapist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Speech Therapy Entrance Exams,BASLP; MASLP,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Medical Technician,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Laboratory Skills,Diploma,4-12 LPA,High,Intern > Junior Medical Technician > Medical Technician > Senior Medical Technician > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Medical Technology Exams,Diploma in Medical Laboratory Technology,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Hospital Administrator,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Administration,Post-graduation,15-40 LPA,Medium,Intern > Junior Hospital Administrator > Hospital Administrator > Senior Hospital Administrator > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Healthcare Management Exams,MBA Hospital Management; MHA,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Public Health Officer,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Public Health,Post-graduation,15-40 LPA,High,Intern > Junior Public Health Officer > Public Health Officer > Senior Public Health Officer > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Public Health Exams,MPH; DrPH,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Healthcare,Epidemiologist,Medical Knowledge; Patient Care; Communication; Empathy; Clinical Skills; Research,Post-graduation,15-40 LPA,High,Intern > Junior Epidemiologist > Epidemiologist > Senior Epidemiologist > Department Head,Medical Journals; Medscape; Khan Academy Medicine; Coursera Health; Clinical Guidelines,Epidemiology Entrance Exams,MPH Epidemiology; PhD Epidemiology,https://medscape.com; https://khanacademy.org/health; https://coursera.org/health; https://pubmed.ncbi.nlm.nih.gov; https://who.int,Basic Life Support; First Aid; WHO Health Courses; Coursera Public Health; Stanford Medicine
Arts,Graphic Designer,Creativity; Communication; Project Management; Attention to Detail; Adobe Photoshop; Illustrator,Graduation,6-13 LPA,Medium,Junior Graphic Designer > Graphic Designer > Senior Graphic Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Creative Tests,B.Des; BFA; Diploma in Graphic Design,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Interior Designer,Creativity; Communication; Project Management; Attention to Detail; Design Software; Space Planning,Graduation,6-13 LPA,High,Junior Interior Designer > Interior Designer > Senior Interior Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Design Tests,B.Des Interior; Diploma in Interior Design,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Fashion Designer,Creativity; Communication; Project Management; Attention to Detail; Fashion Design; Textile Knowledge,Graduation,6-13 LPA,Medium,Junior Fashion Designer > Fashion Designer > Senior Fashion Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Design Tests,B.Des Fashion; NIFT Entrance,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Architect,Creativity; Communication; Project Management; Attention to Detail; AutoCAD; 3D Modeling,Graduation,6-13 LPA,Medium,Junior Architect > Architect > Senior Architect > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,JEE Main; NATA; State Architecture Exams,B.Arch; M.Arch,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Animator,Creativity; Communication; Project Management; Attention to Detail; Animation Software; Storytelling,Graduation,6-13 LPA,High,Junior Animator > Animator > Senior Animator > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Animation Tests,B.Des Animation; Diploma in Animation,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Photographer,Creativity; Communication; Project Management; Attention to Detail; Photography; Photo Editing,Graduation,6-13 LPA,Medium,Junior Photographer > Photographer > Senior Photographer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Photography Tests,B.Des Photography; Diploma in Photography,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Video Editor,Creativity; Communication; Project Management; Attention to Detail; Video Editing; Visual Effects,Graduation,6-13 LPA,High,Junior Video Editor > Video Editor > Senior Video Editor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Editing Tests,B.Des Film; Diploma in Video Editing,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Content Writer,Creativity; Communication; Project Management; Attention to Detail; Writing; SEO,Graduation,6-13 LPA,High,Junior Content Writer > Content Writer > Senior Content Writer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Writing Tests; Portfolio Reviews,BA English; BA Journalism; MA English,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Copywriter,Creativity; Communication; Project Management; Attention to Detail; Copywriting; Marketing,Graduation,6-13 LPA,High,Junior Copywriter > Copywriter > Senior Copywriter > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Writing Tests; Creative Tests,BA English; BA Mass Communication,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Creative Director,Creativity; Communication; Project Management; Attention to Detail; Leadership; Strategy,Post-graduation,11-23 LPA,High,Junior Creative Director > Creative Director > Senior Creative Director > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Leadership Tests,M.Des; MBA Marketing; MFA,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Art Director,Creativity; Communication; Project Management; Attention to Detail; Visual Design; Team Management,Post-graduation,11-23 LPA,Medium,Junior Art Director > Art Director > Senior Art Director > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Design Tests,M.Des; MFA; MBA,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Illustrator,Creativity; Communication; Project Management; Attention to Detail; Digital Illustration; Traditional Art,Graduation,6-13 LPA,Medium,Junior Illustrator > Illustrator > Senior Illustrator > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Art Tests,BFA; B.Des; Diploma in Fine Arts,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Web Designer,Creativity; Communication; Project Management; Attention to Detail; HTML/CSS; UI Design,Graduation,6-13 LPA,High,Junior Web Designer > Web Designer > Senior Web Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Design Tests,B.Des Web Design; BCA; Diploma in Web Design,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Game Artist,Creativity; Communication; Project Management; Attention to Detail; 3D Modeling; Game Design,Graduation,6-13 LPA,High,Junior Game Artist > Game Artist > Senior Game Artist > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Game Design Tests,B.Des Game Design; BFA,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Music Producer,Creativity; Communication; Project Management; Attention to Detail; Music Production; Audio Engineering,Graduation,6-13 LPA,Medium,Junior Music Producer > Music Producer > Senior Music Producer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Audio Portfolio; Music Tests,B.Mus; Diploma in Music Production,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Film Director,Creativity; Communication; Project Management; Attention to Detail; Film Making; Storytelling,Post-graduation,11-23 LPA,Low,Junior Film Director > Film Director > Senior Film Director > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Film Tests,B.A Film; M.A Film Studies; Diploma in Film Making,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Cinematographer,Creativity; Communication; Project Management; Attention to Detail; Cinematography; Lighting,Graduation,6-13 LPA,Medium,Junior Cinematographer > Cinematographer > Senior Cinematographer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Camera Tests,B.A Film; Diploma in Cinematography,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Sound Engineer,Creativity; Communication; Project Management; Attention to Detail; Audio Engineering; Music Production,Graduation,6-13 LPA,High,Junior Sound Engineer > Sound Engineer > Senior Sound Engineer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Audio Tests; Technical Tests,B.E Audio Engineering; Diploma in Sound Engineering,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Theater Director,Creativity; Communication; Project Management; Attention to Detail; Theater Arts; Direction,Post-graduation,11-23 LPA,Low,Junior Theater Director > Theater Director > Senior Theater Director > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Portfolio Reviews; Theater Tests,M.A Theatre; B.A Drama; M.F.A,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Choreographer,Creativity; Communication; Project Management; Attention to Detail; Dance; Choreography,Graduation,6-13 LPA,Medium,Junior Choreographer > Choreographer > Senior Choreographer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Dance Portfolio; Performance Tests,B.A Dance; Diploma in Dance,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Musician,Creativity; Communication; Project Management; Attention to Detail; Music; Performance,Graduation,6-13 LPA,Low,Junior Musician > Musician > Senior Musician > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Music Portfolio; Performance Tests,B.Mus; M.Mus; Diploma in Music,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Actor,Creativity; Communication; Project Management; Attention to Detail; Acting; Performance,Graduation,6-13 LPA,Low,Junior Actor > Actor > Senior Actor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Acting Portfolio; Auditions,B.A Theatre; Acting Diploma,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Voice Artist,Creativity; Communication; Project Management; Attention to Detail; Voice Acting; Audio Recording,Graduation,6-13 LPA,Medium,Junior Voice Artist > Voice Artist > Senior Voice Artist > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Voice Portfolio; Audio Tests,B.A Mass Communication; Voice Acting Courses,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Journalist,Creativity; Communication; Project Management; Attention to Detail; Journalism; Research,Graduation,6-13 LPA,Medium,Junior Journalist > Journalist > Senior Journalist > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Writing Tests; Current Affairs,B.A Journalism; BA Mass Communication,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Arts,Editor,Creativity; Communication; Project Management; Attention to Detail; Editing; Language Skills,Post-graduation,11-23 LPA,Medium,Junior Editor > Editor > Senior Editor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Writing Tests; Editing Tests,M.A English; M.A Journalism; MBA,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Teacher,Communication; Leadership; Teaching; Subject Knowledge; Classroom Management; Student Assessment,Graduation,6-15 LPA,Medium,Trainee Teacher > Teacher > Senior Teacher > Principal > Education Administrator,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,TET; CTET; State Teacher Eligibility,B.Ed; M.Ed; Subject Graduate,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Professor,Communication; Leadership; Teaching; Subject Knowledge; Research; Academic Writing,PhD,20-55 LPA,High,Assistant Professor > Associate Professor > Professor > Senior Professor > Department Head,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,NET; SET; GATE,PhD in relevant subject,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Principal,Communication; Leadership; Teaching; Subject Knowledge; Administration; Management,Post-graduation,13-30 LPA,Medium,Teacher > Vice Principal > Principal > Senior Principal > Education Administrator,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Principal Eligibility Test; Leadership Assessment,M.Ed; MBA Education; Subject Master,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Education Administrator,Communication; Leadership; Teaching; Subject Knowledge; Administration; Policy Making,Post-graduation,13-30 LPA,Medium,Education Officer > Assistant Administrator > Education Administrator > Senior Education Administrator > Department Head,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Civil Services; Education Services Exam,M.Ed; MBA; MA Education,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Curriculum Developer,Communication; Leadership; Teaching; Subject Knowledge; Curriculum Design; Educational Technology,Post-graduation,13-30 LPA,High,Curriculum Assistant > Curriculum Developer > Senior Curriculum Developer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Education Design Tests; Portfolio Review,M.Ed; MA Education; Instructional Design,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
